卫星-目标对,开始时间,结束时间,持续时长(秒)
Satellite152-m11,6 Jun 2025 04:01:44.050,6 Jun 2025 04:11:34.077,590.027
Satellite152-m21,6 Jun 2025 04:24:43.884,6 Jun 2025 04:28:23.918,220.034
Satellite152-m24,6 Jun 2025 04:08:09.073,6 Jun 2025 04:15:03.736,414.663
Satellite152-m24,6 Jun 2025 04:16:25.692,6 Jun 2025 04:23:34.159,428.467
Satellite152-m25,6 Jun 2025 04:06:23.212,6 Jun 2025 04:21:54.962,931.75
Satellite152-m28,6 Jun 2025 04:18:41.389,6 Jun 2025 04:20:30.849,109.46
Satellite152-m30,6 Jun 2025 04:10:20.400,6 Jun 2025 04:12:23.655,123.255
Satellite152-m33,6 Jun 2025 04:08:16.670,6 Jun 2025 04:16:19.652,482.982
Satellite152-m38,6 Jun 2025 04:15:35.668,6 Jun 2025 04:18:07.332,151.664
Satellite152-m40,6 Jun 2025 04:05:30.902,6 Jun 2025 04:16:45.442,674.54
Satellite152-m45,6 Jun 2025 04:04:05.037,6 Jun 2025 04:14:52.349,647.312
Satellite152-m46,6 Jun 2025 04:10:03.075,6 Jun 2025 04:14:52.107,289.032
Satellite152-m47,6 Jun 2025 04:06:37.788,6 Jun 2025 04:10:31.698,233.91
Satellite152-m48,6 Jun 2025 04:04:19.028,6 Jun 2025 04:26:39.748,1340.72
Satellite153-m38,6 Jun 2025 04:03:24.383,6 Jun 2025 04:18:10.708,886.325
Satellite153-m44,6 Jun 2025 04:06:17.270,6 Jun 2025 04:06:33.261,15.991
Satellite154-m37,6 Jun 2025 04:25:41.896,6 Jun 2025 04:32:23.462,401.566
Satellite155-m17,6 Jun 2025 04:14:23.408,6 Jun 2025 04:18:21.612,238.204
Satellite155-m19,6 Jun 2025 04:13:52.037,6 Jun 2025 04:17:17.604,205.567
Satellite155-m37,6 Jun 2025 04:16:12.794,6 Jun 2025 04:28:27.965,735.171
Satellite155-m6,6 Jun 2025 04:21:57.260,6 Jun 2025 04:23:56.425,119.165
Satellite155-m7,6 Jun 2025 04:05:37.285,6 Jun 2025 04:26:54.259,1276.974
Satellite156-m12,6 Jun 2025 04:07:58.989,6 Jun 2025 04:13:29.017,330.028
Satellite156-m12,6 Jun 2025 04:16:17.108,6 Jun 2025 04:21:46.309,329.201
Satellite156-m15,6 Jun 2025 04:22:39.976,6 Jun 2025 04:25:47.633,187.657
Satellite156-m17,6 Jun 2025 04:06:56.280,6 Jun 2025 04:15:16.604,500.324
Satellite156-m26,6 Jun 2025 04:06:02.260,6 Jun 2025 04:15:08.584,546.324
Satellite156-m26,6 Jun 2025 04:28:09.445,6 Jun 2025 04:31:22.817,193.372
Satellite156-m3,6 Jun 2025 04:31:26.431,6 Jun 2025 04:39:14.897,468.466
Satellite156-m30,6 Jun 2025 04:20:19.920,6 Jun 2025 04:22:56.094,156.174
Satellite156-m4,6 Jun 2025 04:05:28.509,6 Jun 2025 04:07:07.876,99.367
Satellite156-m43,6 Jun 2025 04:02:26.920,6 Jun 2025 04:16:45.239,858.319
Satellite156-m43,6 Jun 2025 04:26:37.367,6 Jun 2025 04:40:18.388,821.021
Satellite156-m44,6 Jun 2025 04:30:36.256,6 Jun 2025 04:31:00.062,23.806
Satellite156-m46,6 Jun 2025 04:28:45.396,6 Jun 2025 04:31:57.213,191.817
Satellite156-m50,6 Jun 2025 04:13:09.829,6 Jun 2025 04:26:48.891,819.062
Satellite156-m6,6 Jun 2025 04:09:35.463,6 Jun 2025 04:14:22.628,287.165
Satellite156-m6,6 Jun 2025 04:18:19.470,6 Jun 2025 04:22:37.279,257.809
Satellite156-m8,6 Jun 2025 04:08:31.220,6 Jun 2025 04:18:34.923,603.703
Satellite161-m10,6 Jun 2025 04:06:34.032,6 Jun 2025 04:07:13.362,39.33
Satellite161-m13,6 Jun 2025 04:15:01.133,6 Jun 2025 04:27:00.466,719.333
Satellite161-m14,6 Jun 2025 04:02:00.774,6 Jun 2025 04:02:26.074,25.3
Satellite161-m15,6 Jun 2025 04:09:13.902,6 Jun 2025 04:15:55.564,401.662
Satellite161-m16,6 Jun 2025 04:21:20.032,6 Jun 2025 04:33:47.720,747.688
Satellite161-m18,6 Jun 2025 04:19:11.738,6 Jun 2025 04:23:41.371,269.633
Satellite161-m20,6 Jun 2025 04:01:31.644,6 Jun 2025 04:04:08.001,156.357
Satellite161-m23,6 Jun 2025 04:14:52.159,6 Jun 2025 04:27:36.737,764.578
Satellite161-m24,6 Jun 2025 04:13:16.527,6 Jun 2025 04:18:01.732,285.205
Satellite161-m25,6 Jun 2025 04:11:13.808,6 Jun 2025 04:19:00.597,466.789
Satellite161-m28,6 Jun 2025 04:07:27.915,6 Jun 2025 04:17:32.757,604.842
Satellite161-m30,6 Jun 2025 04:13:02.517,6 Jun 2025 04:16:27.595,205.078
Satellite161-m33,6 Jun 2025 04:10:19.703,6 Jun 2025 04:12:35.636,135.933
Satellite161-m33,6 Jun 2025 04:16:43.076,6 Jun 2025 04:17:16.112,33.036
Satellite161-m33,6 Jun 2025 04:20:39.271,6 Jun 2025 04:23:33.017,173.746
Satellite161-m35,6 Jun 2025 04:14:26.918,6 Jun 2025 04:17:59.519,212.601
Satellite161-m36,6 Jun 2025 04:10:44.681,6 Jun 2025 04:17:06.795,382.114
Satellite161-m40,6 Jun 2025 04:08:48.406,6 Jun 2025 04:13:25.489,277.083
Satellite161-m40,6 Jun 2025 04:16:36.882,6 Jun 2025 04:20:31.992,235.11
Satellite161-m46,6 Jun 2025 04:10:51.559,6 Jun 2025 04:16:43.555,351.996
Satellite161-m46,6 Jun 2025 04:17:30.653,6 Jun 2025 04:18:07.609,36.956
Satellite161-m46,6 Jun 2025 04:21:40.916,6 Jun 2025 04:23:27.464,106.548
Satellite161-m47,6 Jun 2025 04:10:32.523,6 Jun 2025 04:30:38.932,1206.409
Satellite161-m48,6 Jun 2025 04:04:45.493,6 Jun 2025 04:14:33.330,587.837
Satellite162-m24,6 Jun 2025 04:07:17.598,6 Jun 2025 04:11:17.255,239.657
Satellite162-m25,6 Jun 2025 04:05:54.383,6 Jun 2025 04:09:58.670,244.287
Satellite162-m33,6 Jun 2025 04:07:17.275,6 Jun 2025 04:11:46.785,269.51
Satellite162-m38,6 Jun 2025 04:04:31.775,6 Jun 2025 04:12:39.781,488.006
Satellite162-m40,6 Jun 2025 04:06:28.372,6 Jun 2025 04:09:56.614,208.242
Satellite162-m46,6 Jun 2025 04:08:46.447,6 Jun 2025 04:12:21.416,214.969
Satellite164-m10,6 Jun 2025 04:25:25.404,6 Jun 2025 04:28:07.311,161.907
Satellite164-m17,6 Jun 2025 04:23:29.126,6 Jun 2025 04:25:05.414,96.288
Satellite164-m19,6 Jun 2025 04:24:30.514,6 Jun 2025 04:25:32.415,61.901
Satellite164-m37,6 Jun 2025 04:31:55.551,6 Jun 2025 04:33:42.817,107.266
Satellite164-m7,6 Jun 2025 04:07:26.990,6 Jun 2025 04:18:10.034,643.044
Satellite165-m10,6 Jun 2025 04:15:51.641,6 Jun 2025 04:19:39.860,228.219
Satellite165-m10,6 Jun 2025 04:23:20.487,6 Jun 2025 04:26:53.716,213.229
Satellite165-m26,6 Jun 2025 04:34:04.034,6 Jun 2025 04:37:45.130,221.096
Satellite165-m43,6 Jun 2025 04:28:36.755,6 Jun 2025 04:40:19.289,702.534
Satellite165-m44,6 Jun 2025 04:29:36.420,6 Jun 2025 04:30:54.559,78.139
Satellite165-m46,6 Jun 2025 04:32:35.565,6 Jun 2025 04:32:55.426,19.861
Satellite165-m50,6 Jun 2025 04:29:44.113,6 Jun 2025 04:31:23.583,99.47
Satellite165-m7,6 Jun 2025 04:05:54.371,6 Jun 2025 04:12:31.038,396.667
Satellite165-m8,6 Jun 2025 04:18:52.576,6 Jun 2025 04:26:03.067,430.491
Satellite165-m8,6 Jun 2025 04:27:22.768,6 Jun 2025 04:32:22.284,299.516
Satellite166-m1,6 Jun 2025 04:01:12.953,6 Jun 2025 04:20:21.181,1148.228
Satellite166-m10,6 Jun 2025 04:06:57.727,6 Jun 2025 04:10:03.735,186.008
Satellite166-m10,6 Jun 2025 04:12:43.753,6 Jun 2025 04:16:58.786,255.033
Satellite166-m13,6 Jun 2025 04:22:35.249,6 Jun 2025 04:34:21.201,705.952
Satellite166-m14,6 Jun 2025 04:02:14.529,6 Jun 2025 04:05:55.324,220.795
Satellite166-m14,6 Jun 2025 04:07:45.047,6 Jun 2025 04:14:47.930,422.883
Satellite166-m15,6 Jun 2025 04:17:35.777,6 Jun 2025 04:22:57.800,322.023
Satellite166-m2,6 Jun 2025 04:14:18.403,6 Jun 2025 04:16:43.913,145.51
Satellite166-m20,6 Jun 2025 04:01:28.864,6 Jun 2025 04:12:09.379,640.515
Satellite166-m23,6 Jun 2025 04:24:52.632,6 Jun 2025 04:31:51.291,418.659
Satellite166-m26,6 Jun 2025 04:25:41.466,6 Jun 2025 04:37:47.524,726.058
Satellite166-m27,6 Jun 2025 04:11:48.253,6 Jun 2025 04:14:24.051,155.798
Satellite166-m3,6 Jun 2025 04:17:20.291,6 Jun 2025 04:21:38.046,257.755
Satellite166-m3,6 Jun 2025 04:25:00.346,6 Jun 2025 04:27:00.546,120.2
Satellite166-m3,6 Jun 2025 04:28:47.334,6 Jun 2025 04:38:02.317,554.983
Satellite166-m30,6 Jun 2025 04:14:43.103,6 Jun 2025 04:24:00.697,557.594
Satellite166-m33,6 Jun 2025 04:22:06.882,6 Jun 2025 04:26:11.235,244.353
Satellite166-m34,6 Jun 2025 04:16:16.509,6 Jun 2025 04:22:44.616,388.107
Satellite166-m34,6 Jun 2025 04:30:52.136,6 Jun 2025 04:31:45.609,53.473
Satellite166-m36,6 Jun 2025 04:16:41.268,6 Jun 2025 04:20:28.366,227.098
Satellite166-m39,6 Jun 2025 04:11:35.209,6 Jun 2025 04:14:44.456,189.247
Satellite166-m40,6 Jun 2025 04:19:06.545,6 Jun 2025 04:20:34.211,87.666
Satellite166-m43,6 Jun 2025 04:16:58.280,6 Jun 2025 04:20:11.567,193.287
Satellite166-m43,6 Jun 2025 04:26:18.281,6 Jun 2025 04:31:59.702,341.421
Satellite166-m44,6 Jun 2025 04:21:34.198,6 Jun 2025 04:30:59.247,565.049
Satellite166-m46,6 Jun 2025 04:22:06.572,6 Jun 2025 04:27:06.255,299.683
Satellite166-m46,6 Jun 2025 04:31:05.066,6 Jun 2025 04:32:31.268,86.202
Satellite166-m49,6 Jun 2025 04:13:38.871,6 Jun 2025 04:17:38.148,239.277
Satellite166-m50,6 Jun 2025 04:22:38.259,6 Jun 2025 04:31:25.394,527.135
Satellite166-m6,6 Jun 2025 04:03:55.074,6 Jun 2025 04:09:35.043,339.969
Satellite166-m8,6 Jun 2025 04:11:28.453,6 Jun 2025 04:20:26.185,537.732
